186.98667 , 4 , 96.133


1.55225 , 2.51785 , 0.711

4.0701 , 2.51466 , 0.152

6.58476 , 2.502 , 0.636

9.08675 , 2.50609 , 0.696

11.59284 , 2.4973 , 0.336

14.09014 , 2.51338 , 0.206

16.60352 , 2.47648 , 0.653

19.08 , 2.50016 , 0.576

21.58016 , 2.49907 , 0.783

24.07923 , 2.49602 , 0.487

26.57526 , 2.51004 , 0.749

29.0853 , 2.4982 , 0.349

31.58351 , 2.49266 , 0.921

34.07616 , 2.49959 , 0.381

36.57575 , 2.49266 , 0.611

39.06841 , 2.5124 , 0.784

41.5808 , 2.52238 , 0.712

44.10318 , 2.50789 , 0.183

46.61107 , 2.49292 , 0.459

49.10399 , 2.47384 , 0.078

51.57783 , 2.50639 , 0.051

54.08422 , 2.50622 , 0.662

56.59044 , 2.49871 , 0.748

59.08915 , 2.48056 , 0.695

61.56971 , 2.41466 , 0.55

63.98437 , 2.44833 , 0.245

66.4327 , 2.49829 , 0.08

68.93099 , 2.49786 , 0.752

71.42884 , 2.57673 , 0.254

74.00557 , 2.57718 , 0.79

76.58275 , 2.51749 , 0.529

79.10024 , 2.5012 , 0.582

81.60143 , 2.47996 , 0.783

84.08139 , 2.49028 , 0.456

86.57167 , 2.49943 , 0.371

89.0711 , 2.51209 , 0.626

91.58319 , 2.51007 , 0.92

94.09326 , 2.51193 , 0.757

96.60519 , 2.49677 , 0.166

99.10196 , 2.47891 , 0.036

101.58087 , 2.50119 , 0.326

104.08206 , 2.50301 , 0.795

106.58507 , 2.50381 , 0.473

109.08888 , 2.46863 , 0.794

111.55752 , 2.39145 , 0.645

113.94897 , 2.32992 , 0.276

116.27889 , 2.36389 , 0.063

118.64278 , 2.47588 , 0.344

121.11866 , 2.4978 , 0.722

123.61646 , 2.50216 , 0.694

126.11863 , 2.49714 , 0.289

128.61577 , 2.51191 , 0.397

131.12768 , 2.49437 , 0.163

133.62204 , 2.41915 , 0.361

136.04119 , 2.44373 , 0.659

138.48492 , 2.46775 , 0.615

140.95266 , 2.52243 , 0.703

143.4751 , 0.62755 , 0.606

144.10265 , 2.4984 , 0.76

146.60105 , 2.49261 , 0.806

149.09366 , 2.44137 , 0.305

151.53502 , 2.42091 , 0.483

153.95593 , 2.48658 , 0.375

156.44252 , 2.50061 , 0.665

158.94313 , 2.49588 , 0.396

161.43901 , 2.50423 , 0.747

163.94324 , 2.49962 , 0.39

166.44286 , 2.48814 , 0.406

168.931 , 2.50212 , 0.214

171.43311 , 2.50796 , 0.682

173.94107 , 2.49251 , 0.348

176.43358 , 2.50789 , 0.47

178.94147 , 3.94268 , 0.243

