198.49333 , 4 , 100.995


0.8301 , 1.71325 , 0.679

2.54335 , 2.26775 , 0.613

4.8111 , 2.34072 , 0.757

7.15182 , 2.39177 , 0.251

9.54359 , 2.37547 , 0.256

11.91906 , 2.38228 , 0.471

14.30134 , 2.37944 , 0.462

16.68078 , 2.36429 , 0.622

19.04507 , 2.37826 , 0.466

21.42333 , 2.37851 , 0.225

23.80184 , 2.39654 , 0.422

26.19838 , 2.37925 , 0.167

28.57762 , 2.35236 , 0.774

30.92999 , 2.36649 , 0.642

33.29647 , 2.37258 , 0.498

35.66905 , 2.37748 , 0.551

38.04652 , 2.37542 , 0.829

40.42195 , 2.3746 , 0.376

42.79655 , 2.37007 , 0.582

45.16661 , 2.37529 , 0.115

47.5419 , 2.37888 , 0.609

49.92078 , 2.37715 , 0.509

52.29793 , 2.37233 , 0.643

54.67026 , 2.37917 , 0.367

57.04944 , 2.37682 , 0.754

59.42626 , 2.37712 , 0.762

61.80338 , 2.37405 , 0.565

64.17743 , 2.38296 , 0.124

66.56039 , 2.3805 , 0.493

68.94089 , 2.37428 , 0.443

71.31517 , 0.59402 , 0.8

71.90919 , 2.43286 , 0.594

74.34205 , 2.45062 , 0.523

76.79267 , 2.39025 , 0.605

79.18292 , 2.37656 , 0.503

81.55949 , 2.4305 , 0.443

83.98999 , 2.44854 , 0.124

86.43853 , 2.38952 , 0.667

88.82805 , 2.37397 , 0.218

91.20203 , 2.38137 , 0.355

93.5834 , 2.38043 , 0.321

95.96383 , 2.37583 , 0.468

98.33967 , 2.3745 , 0.361

100.71417 , 2.37379 , 0.599

103.08796 , 2.37127 , 0.686

105.45923 , 2.36951 , 0.545

107.82874 , 2.37773 , 0.205

110.20647 , 2.37618 , 0.811

112.58266 , 2.38426 , 0.375

114.96692 , 2.3728 , 0.546

117.33972 , 2.37668 , 0.614

119.7164 , 2.34833 , 0.471

122.06473 , 2.29532 , 0.3

124.36006 , 2.34926 , 0.678

126.70932 , 2.37626 , 0.683

129.08558 , 2.37209 , 0.856

131.45767 , 2.37329 , 0.395

133.83096 , 2.3735 , 0.464

136.20445 , 2.37645 , 0.498

138.5809 , 2.37171 , 0.76

140.95261 , 1.77733 , 0.461

142.72994 , 2.39032 , 0.422

145.12027 , 2.39652 , 0.599

147.51679 , 2.45602 , 0.584

149.97281 , 2.41902 , 0.366

152.39183 , 2.37062 , 0.15

154.76245 , 2.37642 , 0.181

157.13887 , 2.38391 , 0.731

159.52278 , 2.37345 , 0.656

161.89624 , 2.37535 , 0.279

164.27158 , 2.37732 , 0.106

166.6489 , 2.37362 , 0.394

169.02252 , 2.37535 , 0.503

171.39787 , 2.37121 , 0.847

173.76908 , 2.37784 , 0.195

176.14693 , 2.35133 , 0.455

178.49825 , 2.3017 , 0.341

180.79996 , 2.33025 , 0.13

183.1302 , 2.32598 , 0.775

185.45618 , 2.34708 , 0.436

187.80326 , 2.37343 , 0.185

190.17669 , 2.38227 , 0.26

192.55896 , 2.41116 , 0.359

