233.73333 , 4 , 96.095


2.96709 , 2.61452 , 0.274

5.5816 , 2.6958 , 0.908

8.2774 , 2.66119 , 0.352

10.93859 , 2.60157 , 0.487

13.54016 , 2.51822 , 0.602

16.05839 , 2.55536 , 0.413

18.61374 , 2.55681 , 0.776

21.17056 , 2.5087 , 0.579

23.67925 , 0.63253 , 0.65

24.31178 , 2.53516 , 0.678

26.84694 , 2.59287 , 0.297

29.4398 , 2.59155 , 0.482

32.03135 , 2.56605 , 0.685

34.5974 , 2.45281 , 0.512

37.05021 , 2.4777 , 0.349

39.52791 , 2.48629 , 0.651

42.01419 , 2.4606 , 0.345

44.4748 , 2.50683 , 0.796

46.98163 , 2.46836 , 0.602

49.44999 , 2.49444 , 0.467

51.94443 , 2.50021 , 0.558

54.44465 , 2.49124 , 0.689

56.93589 , 2.50821 , 0.547

59.4441 , 2.50681 , 0.579

61.95091 , 2.51785 , 0.731

64.46876 , 2.53726 , 0.575

67.00602 , 2.56144 , 0.326

69.56746 , 2.47813 , 0.177

72.04559 , 2.4719 , 0.523

74.51749 , 2.47681 , 0.394

76.99429 , 2.49571 , 0.174

79.49 , 2.49441 , 0.29

81.98441 , 2.49592 , 0.606

84.48033 , 2.4779 , 0.607

86.95823 , 2.4938 , 0.846

89.45203 , 2.48088 , 0.3

91.9329 , 2.49674 , 0.604

94.42964 , 2.54287 , 0.457

96.97251 , 2.52586 , 0.261

99.49837 , 2.41717 , 0.661

101.91554 , 2.47128 , 0.499

104.38682 , 2.52684 , 0.237

106.91366 , 2.53029 , 0.399

109.44395 , 2.52194 , 0.375

111.96589 , 2.4912 , 0.342

114.45709 , 2.38948 , 0.365

116.84657 , 2.44118 , 0.44

119.28775 , 2.47259 , 0.588

121.76034 , 2.41931 , 0.21

124.17965 , 2.46532 , 0.205

126.64498 , 2.48473 , 0.461

129.1297 , 2.48882 , 0.841

131.61852 , 2.47206 , 0.832

134.09058 , 2.47186 , 0.309

136.56244 , 2.50727 , 0.544

139.06971 , 2.49227 , 0.55

141.56198 , 2.47749 , 0.889

144.03947 , 2.47053 , 0.567

146.51 , 2.43189 , 0.729

148.94189 , 2.46979 , 0.123

151.41168 , 2.50206 , 0.8

153.91373 , 2.47417 , 0.152

156.3879 , 2.49209 , 0.578

158.87999 , 2.48752 , 0.263

161.36751 , 2.47162 , 0.805

163.83913 , 2.51682 , 0.553

166.35595 , 2.55175 , 0.477

168.9077 , 2.54194 , 0.357

171.44964 , 2.44469 , 0.527

173.89433 , 2.46711 , 0.387

176.36144 , 2.54601 , 0.447

178.90745 , 2.55198 , 0.394

181.45942 , 2.58967 , 0.293

184.04909 , 2.51066 , 0.179

186.55975 , 2.49143 , 0.194

189.05118 , 2.49921 , 0.44

191.55039 , 2.43076 , 0.915

193.98115 , 2.39658 , 0.068

196.37773 , 2.50724 , 0.367

198.88496 , 2.57247 , 0.236

201.45743 , 2.50462 , 0.667

203.96206 , 2.46752 , 0.369

206.42957 , 2.49932 , 0.233

208.9289 , 2.47914 , 0.391

211.40804 , 2.47209 , 0.323

213.88013 , 2.48891 , 0.332

216.36904 , 2.48785 , 0.343

218.85689 , 2.43004 , 0.863

221.28693 , 2.38553 , 0.077

223.67246 , 2.41261 , 0.379

226.08507 , 2.49178 , 0

