147.22667 , 4 , 114.605


3.4953 , 2.16266 , 0.706

5.65796 , 2.11907 , 0.615

7.77703 , 2.10527 , 0.667

9.88229 , 2.13174 , 0.804

12.01404 , 2.1345 , 0.762

14.14854 , 2.12212 , 0.413

16.27066 , 2.1115 , 0.863

18.38216 , 2.10673 , 0.661

20.48889 , 2.11122 , 0.818

22.60011 , 2.12055 , 0.315

24.72066 , 2.11014 , 0.388

26.83079 , 2.09848 , 0.596

28.92928 , 2.10271 , 0.614

31.03199 , 2.09888 , 0.657

33.13086 , 2.10395 , 0.738

35.23481 , 2.10367 , 0.577

37.33848 , 2.08407 , 0.868

39.42255 , 2.08328 , 0.679

41.50582 , 2.10443 , 0.803

43.61025 , 2.10473 , 0.314

45.71498 , 2.09657 , 0.569

47.81155 , 2.09452 , 0.365

49.90607 , 2.09061 , 0.54

51.99668 , 2.10545 , 0.808

54.10212 , 2.10437 , 0.826

56.20649 , 2.09143 , 0.428

58.29793 , 2.09425 , 0.811

60.39218 , 2.09299 , 0.404

62.48517 , 2.10009 , 0.273

64.58526 , 2.09737 , 0.722

66.68262 , 2.08484 , 0.515

68.76746 , 2.08796 , 0.698

70.85542 , 2.07607 , 0.479

72.9315 , 2.08337 , 0.649

75.01487 , 2.09498 , 0.199

77.10985 , 2.08901 , 0.55

79.19886 , 2.07837 , 0.523

81.27723 , 2.07581 , 0.662

83.35304 , 2.07402 , 0.843

85.42706 , 2.05048 , 0.549

87.47754 , 2.05802 , 0.281

89.53557 , 2.11376 , 0.805

91.64932 , 2.10917 , 0.444

93.75849 , 2.10572 , 0.763

95.86421 , 2.10407 , 0.402

97.96829 , 2.10135 , 0.718

100.06964 , 2.09484 , 0.643

102.16448 , 2.09868 , 0.29

104.26315 , 2.11169 , 0.758

106.37485 , 2.1055 , 0.175

108.48035 , 2.08889 , 0.736

110.56924 , 2.05972 , 0.88

112.62896 , 2.05517 , 0.893

114.68413 , 2.07422 , 0.649

116.75835 , 2.04631 , 0.349

118.80466 , 2.0542 , 0.234

120.85886 , 2.09282 , 0.833

122.95167 , 2.09392 , 0.376

125.04559 , 2.07652 , 0.693

127.12211 , 2.07944 , 0.65

129.20155 , 2.06609 , 0.637

131.26763 , 2.06247 , 0.254

133.33011 , 2.06569 , 0.831

135.3958 , 2.07002 , 0.374

137.46582 , 2.06391 , 0.572

139.52973 , 2.08184 , 0.224

141.61157 , 2.08014 , 0.925

143.69171 , 2.08076 , 0.219

