222.9215 , 5 , 118.579


1.29902 , 1.35117 , 0.788

2.65018 , 1.31225 , 0.554

3.96243 , 1.32688 , 0.476

5.28931 , 1.33621 , 0.58

6.62552 , 1.32627 , 0.747

7.95179 , 1.33786 , 0.75

9.28965 , 1.32707 , 0.573

10.61672 , 1.36541 , 0.137

11.98213 , 1.35847 , 0.68

13.34059 , 1.32562 , 0.482

14.66621 , 1.33456 , 0.308

16.00078 , 1.38274 , 0.035

17.38351 , 1.41027 , 0.198

18.79378 , 1.37413 , 0.288

20.16792 , 1.35139 , 0.235

21.51931 , 1.34725 , 0.476

22.86656 , 1.3271 , 0.507

24.19366 , 1.31178 , 0.359

25.50544 , 1.32821 , 0.229

26.83365 , 1.38805 , 0.348

28.2217 , 1.40273 , 0.523

29.62443 , 1.37017 , 0.113

30.9946 , 1.32647 , 0.37

32.32107 , 1.33656 , 0.269

33.65762 , 1.33481 , 0.365

34.99244 , 1.35457 , 0.386

36.34701 , 1.40929 , 0.335

37.7563 , 1.4329 , 0.557

39.1892 , 1.44564 , 0.686

40.63484 , 1.4264 , 0.557

42.06123 , 1.40539 , 0.254

43.46662 , 1.34643 , 0.404

44.81305 , 1.34387 , 0.484

46.15692 , 1.335 , 0.182

47.49192 , 1.31765 , 0.42

48.80957 , 1.32469 , 0.426

50.13426 , 1.33343 , 0.543

51.46769 , 1.30155 , 0.492

52.76924 , 2.10582 , 0.158

54.87506 , 2.42662 , 0.577

57.30167 , 2.72755 , 0.637

60.02922 , 2.74838 , 0.479

62.7776 , 2.69991 , 0.806

65.47751 , 2.66775 , 0.836

68.14526 , 2.69011 , 0.847

70.83537 , 2.75991 , 0.572

73.59528 , 2.73788 , 0.622

76.33317 , 2.68397 , 0.136

79.01714 , 2.65707 , 0.347

81.67422 , 2.6268 , 0.397

84.30102 , 2.7172 , 0.522

87.01822 , 2.85714 , 0.632

89.87536 , 2.79516 , 0.724

92.67052 , 2.68338 , 0.188

95.35389 , 2.6814 , 0.074

98.03529 , 2.6484 , 0.493

100.68369 , 2.719 , 0.33

103.40269 , 2.73121 , 0.184

106.13391 , 2.68126 , 0.099

108.81516 , 2.38151 , 0.555

111.19667 , 2.09316 , 0.686

113.28983 , 2.03887 , 0.399

115.3287 , 1.99075 , 0.162

117.31946 , 2.0833 , 0.579

119.40276 , 2.14978 , 0.414

121.55254 , 2.07265 , 0.282

123.62519 , 2.00631 , 0.844

125.6315 , 1.97973 , 0.147

127.61122 , 2.0009 , 0.591

129.61213 , 2.04834 , 0.677

131.66047 , 2.13123 , 0.059

133.7917 , 2.12508 , 0.323

135.91678 , 2.06251 , 0.404

137.97929 , 1.99919 , 0.525

139.97847 , 1.99702 , 0.695

141.97549 , 2.01696 , 0.269

143.99245 , 2.07146 , 0.664

146.06391 , 2.06761 , 0.052

148.13152 , 2.00386 , 0.423

150.13538 , 1.99821 , 0.45

152.13359 , 2.0094 , 0.102

154.14299 , 2.01623 , 0.204

156.15922 , 1.99223 , 0.526

158.15145 , 1.99103 , 0.669

160.14247 , 1.99908 , 0.056

162.14155 , 2.05721 , 0.66

164.19876 , 2.10593 , 0.295

166.30469 , 2.01091 , 0.396

168.31559 , 1.96474 , 0.171

170.28034 , 2.03107 , 0.516

172.31141 , 2.03566 , 0.656

174.34707 , 2.08832 , 0.104

176.43539 , 2.02731 , 0.458

178.4627 , 2.00086 , 0.655

180.46356 , 2.01425 , 0.586

182.47781 , 1.99276 , 0.332

184.47057 , 1.98081 , 0.369

186.45137 , 1.99403 , 0.752

188.44541 , 2.00805 , 0.292

190.45346 , 1.99495 , 0.218

192.44842 , 2.00901 , 0.333

194.45743 , 2.01763 , 0.475

196.47505 , 2.00707 , 0.627

198.48213 , 1.99928 , 0.097

200.48141 , 2.00324 , 0.42

202.48466 , 1.99222 , 0.711

204.47687 , 1.99637 , 0.258

206.47324 , 2.00481 , 0.2

208.47805 , 2.06695 , 0.435

210.545 , 2.0197 , 0.364

212.5647 , 1.96627 , 0.51

214.53097 , 2.00964 , 0.324

216.54062 , 2.35559 , 0

