163.38667 , 4 , 83.72


2.45205 , 3.04529 , 0.459

5.49734 , 2.97076 , 0.464

8.46811 , 2.95939 , 0.374

11.4275 , 2.97918 , 0.522

14.40668 , 2.92028 , 0.438

17.32696 , 2.96861 , 0.176

20.29557 , 3.00376 , 0.802

23.29933 , 3.00163 , 0.126

26.30095 , 2.96566 , 0.38

29.26661 , 2.97246 , 0.598

32.23908 , 2.94751 , 0.863

35.18658 , 3.00025 , 0.458

38.18683 , 3.01423 , 0.459

41.20106 , 2.93575 , 0.507

44.13681 , 2.92996 , 0.417

47.06677 , 2.89555 , 0.758

49.96231 , 2.82685 , 0.612

52.78917 , 2.83091 , 0.62

55.62008 , 2.85512 , 0.776

58.4752 , 2.89165 , 0.696

61.36684 , 2.84575 , 0.633

64.2126 , 2.85407 , 0.916

67.06667 , 2.85593 , 0.699

69.92259 , 2.83259 , 0.731

72.75518 , 2.87368 , 0.453

75.62885 , 2.86381 , 0.786

78.49267 , 2.84908 , 0.438

81.34174 , 2.85421 , 0.66

84.19595 , 2.86584 , 0.454

87.06179 , 2.85369 , 0.554

89.91548 , 2.84782 , 0.765

92.7633 , 2.86152 , 0.446

95.62482 , 2.86927 , 0.702

98.49409 , 2.85073 , 0.6

101.34482 , 2.86345 , 0.697

104.20827 , 2.88072 , 0.828

107.08899 , 2.84594 , 0.024

109.93492 , 2.84132 , 0.606

112.77624 , 2.85966 , 0.781

115.6359 , 2.85954 , 0.683

118.49544 , 2.85484 , 0.633

121.35028 , 2.85583 , 0.525

124.20611 , 2.84955 , 0.583

127.05566 , 2.85113 , 0.839

129.90678 , 2.86962 , 0.354

132.7764 , 2.86575 , 0.642

135.64215 , 2.85896 , 0.432

138.5011 , 2.8508 , 0.632

141.35191 , 2.85246 , 0.453

144.20437 , 2.85223 , 0.447

147.0566 , 2.85597 , 0.626

149.91257 , 2.85056 , 0.725

152.76313 , 2.9037 , 0.297

155.66682 , 2.85925 , 0.581

158.52607 , 2.79867 , 0.705

